time,rainfall
2021-07-29 14:09:00,0.065
2021-07-29 14:10:00,0.065
2021-07-29 14:11:00,0.065
2021-07-29 14:12:00,0.065
2021-07-29 14:13:00,0.065
2021-07-29 14:14:00,0.065
2021-07-29 14:15:00,0.065
2021-07-29 14:16:00,0.065
2021-07-29 14:17:00,0.065
2021-07-29 14:18:00,0.065
2021-07-29 14:19:00,0.065
2021-07-29 14:20:00,0.065
2021-07-29 14:21:00,0.065
2021-07-29 14:22:00,0.065
2021-07-29 14:23:00,0.065
2021-07-29 14:24:00,0.065
2021-07-29 14:25:00,0.065
2021-07-29 14:26:00,0.065
2021-07-29 14:27:00,0.065
2021-07-29 14:28:00,0.065
2021-07-29 14:29:00,0.065
2021-07-29 14:30:00,0.065
2021-07-29 14:31:00,0.065
2021-07-29 14:32:00,0.065
2021-07-29 14:33:00,0.065
2021-07-29 14:34:00,0.065
2021-07-29 14:35:00,0.065
2021-07-29 14:36:00,0.065
2021-07-29 14:37:00,0.065
2021-07-29 14:38:00,0.065
2021-07-29 14:39:00,0.065
2021-07-29 14:40:00,0.065
2021-07-29 14:41:00,0.065
2021-07-29 14:42:00,0.065
2021-07-29 14:43:00,0.065
2021-07-29 14:44:00,0.065
2021-07-29 14:45:00,0.065
2021-07-29 14:46:00,0.065
2021-07-29 14:47:00,0.065
2021-07-29 14:48:00,0.065
2021-07-29 14:49:00,0.065
2021-07-29 14:50:00,0.065
2021-07-29 14:51:00,0.065
2021-07-29 14:52:00,0.065
2021-07-29 14:53:00,0.065
2021-07-29 14:54:00,0.065
2021-07-29 14:55:00,0.065
2021-07-29 14:56:00,0.065
2021-07-29 14:57:00,0.065
2021-07-29 14:58:00,0.065
2021-07-29 14:59:00,1.667
2021-07-29 15:00:00,1.667
2021-07-29 15:01:00,0.833
2021-07-29 15:02:00,0.833
2021-07-29 15:03:00,0.833
2021-07-29 15:04:00,0.833
2021-07-29 15:05:00,1.667
2021-07-29 15:06:00,1.667
2021-07-29 15:07:00,1.667
2021-07-29 15:08:00,1.667
2021-07-29 15:09:00,3.333
2021-07-29 15:10:00,1.111
2021-07-29 15:11:00,1.111
2021-07-29 15:12:00,1.111
2021-07-29 15:13:00,0.476
2021-07-29 15:14:00,0.476
2021-07-29 15:15:00,0.476
2021-07-29 15:16:00,0.476
2021-07-29 15:17:00,0.476
2021-07-29 15:18:00,0.476
2021-07-29 15:19:00,0.476
2021-07-29 15:20:00,0.556
2021-07-29 15:21:00,0.556
2021-07-29 15:22:00,0.556
2021-07-29 15:23:00,0.556
2021-07-29 15:24:00,0.556
2021-07-29 15:25:00,0.556
2021-07-29 15:26:00,1.111
2021-07-29 15:27:00,1.111
2021-07-29 15:28:00,1.111
2021-07-29 20:19:00,0.0
2021-07-29 20:20:00,3.333
2021-07-29 20:21:00,0.556
2021-07-29 20:22:00,0.556
2021-07-29 20:23:00,0.556
2021-07-29 20:24:00,0.556
2021-07-29 20:25:00,0.556
2021-07-29 20:26:00,0.556
2021-07-29 20:27:00,6.667
2021-07-29 20:28:00,0.417
2021-07-29 20:29:00,0.417
2021-07-29 20:30:00,0.417
2021-07-29 20:31:00,0.417
2021-07-29 20:32:00,0.417
2021-07-29 20:33:00,0.417
2021-07-29 20:34:00,0.417
2021-07-29 20:35:00,0.417
2021-07-29 20:36:00,0.333
2021-07-29 20:37:00,0.333
2021-07-29 20:38:00,0.333
2021-07-29 20:39:00,0.333
2021-07-29 20:40:00,0.333
2021-07-29 20:41:00,0.333
2021-07-29 20:42:00,0.333
2021-07-29 20:43:00,0.333
2021-07-29 20:44:00,0.333
2021-07-29 20:45:00,3.667
2021-07-29 20:46:00,0.256
2021-07-29 20:47:00,0.256
2021-07-29 20:48:00,0.256
2021-07-29 20:49:00,0.256
2021-07-29 20:50:00,0.256
2021-07-29 20:51:00,0.256
2021-07-29 20:52:00,0.256
2021-07-29 20:53:00,0.256
2021-07-29 20:54:00,0.256
2021-07-29 20:55:00,0.256
2021-07-29 20:56:00,0.256
2021-07-29 20:57:00,0.256
2021-07-29 20:58:00,0.256
2021-07-29 22:49:00,0.0
2021-07-29 22:50:00,3.333
2021-07-29 22:51:00,1.111
2021-07-29 22:52:00,1.111
2021-07-29 22:53:00,1.111
2021-07-29 22:54:00,0.667
2021-07-29 22:55:00,0.667
2021-07-29 22:56:00,0.667
2021-07-29 22:57:00,0.667
2021-07-29 22:58:00,0.667
2021-07-29 22:59:00,0.417
2021-07-29 23:00:00,0.417
2021-07-29 23:01:00,0.417
2021-07-29 23:02:00,0.417
2021-07-29 23:03:00,0.417
2021-07-29 23:04:00,0.417
2021-07-29 23:05:00,0.417
2021-07-29 23:06:00,0.417
2021-07-29 23:07:00,0.081
2021-07-29 23:08:00,0.081
2021-07-29 23:09:00,0.081
2021-07-29 23:10:00,0.081
2021-07-29 23:11:00,0.081
2021-07-29 23:12:00,0.081
2021-07-29 23:13:00,0.081
2021-07-29 23:14:00,0.081
2021-07-29 23:15:00,0.081
2021-07-29 23:16:00,0.081
2021-07-29 23:17:00,0.081
2021-07-29 23:18:00,0.081
2021-07-29 23:19:00,0.081
2021-07-29 23:20:00,0.081
2021-07-29 23:21:00,0.081
2021-07-29 23:22:00,0.081
2021-07-29 23:23:00,0.081
2021-07-29 23:24:00,0.081
2021-07-29 23:25:00,0.081
2021-07-29 23:26:00,0.081
2021-07-29 23:27:00,0.081
2021-07-29 23:28:00,0.081
2021-07-29 23:29:00,0.081
2021-07-29 23:30:00,0.081
2021-07-29 23:31:00,0.081
2021-07-29 23:32:00,0.081
2021-07-29 23:33:00,0.081
2021-07-29 23:34:00,0.081
2021-07-29 23:35:00,0.081
2021-07-29 23:36:00,0.081
2021-07-29 23:37:00,0.081
2021-07-29 23:38:00,0.081
2021-07-29 23:39:00,0.081
2021-07-29 23:40:00,0.081
2021-07-29 23:41:00,0.081
2021-07-29 23:42:00,0.081
2021-07-29 23:43:00,0.081
2021-07-29 23:44:00,0.081
2021-07-29 23:45:00,0.081
2021-07-29 23:46:00,0.081
2021-07-29 23:47:00,0.081
2021-07-31 10:25:00,0.0
2021-07-31 10:26:00,3.333
2021-07-31 10:27:00,6.667
2021-07-31 10:28:00,3.333
2021-07-31 10:29:00,3.333
2021-07-31 10:30:00,0.667
2021-07-31 10:31:00,0.667
2021-07-31 10:32:00,0.667
2021-07-31 10:33:00,0.667
2021-07-31 10:34:00,0.667
2021-07-31 12:02:00,0.0
2021-07-31 12:03:00,3.333
2021-07-31 12:04:00,3.333
2021-07-31 12:05:00,20.0
2021-07-31 12:06:00,6.667
2021-07-31 12:07:00,0.556
2021-07-31 12:08:00,0.556
2021-07-31 12:09:00,0.556
2021-07-31 12:10:00,0.556
2021-07-31 12:11:00,0.556
2021-07-31 12:12:00,0.556
2021-07-31 12:13:00,1.667
2021-07-31 12:14:00,1.667
2021-07-31 12:15:00,3.333
2021-07-31 12:16:00,6.667
2021-07-31 12:17:00,3.333
2021-07-31 12:18:00,3.333
2021-07-31 12:19:00,3.333
2021-07-31 12:20:00,10.0
2021-07-31 12:21:00,10.0
2021-07-31 12:22:00,13.333
2021-07-31 12:23:00,16.667
2021-07-31 12:24:00,13.333
2021-07-31 12:25:00,20.0
2021-07-31 12:26:00,13.333
2021-07-31 12:27:00,10.0
2021-07-31 12:28:00,26.667
2021-07-31 12:29:00,36.667
2021-07-31 12:30:00,30.0
2021-07-31 12:31:00,26.667
2021-07-31 12:32:00,36.667
2021-07-31 12:33:00,33.333
2021-07-31 12:34:00,13.333
2021-07-31 12:35:00,3.333
2021-07-31 12:36:00,13.333
2021-07-31 12:37:00,0.085
2021-07-31 12:38:00,0.085
2021-07-31 12:39:00,0.085
2021-07-31 12:40:00,0.085
2021-07-31 12:41:00,0.085
2021-07-31 12:42:00,0.085
2021-07-31 12:43:00,0.085
2021-07-31 12:44:00,0.085
2021-07-31 12:45:00,0.085
2021-07-31 12:46:00,0.085
2021-07-31 12:47:00,0.085
2021-07-31 12:48:00,0.085
2021-07-31 12:49:00,0.085
2021-07-31 12:50:00,0.085
2021-07-31 12:51:00,0.085
2021-07-31 12:52:00,0.085
2021-07-31 12:53:00,0.085
2021-07-31 12:54:00,0.085
2021-07-31 12:55:00,0.085
2021-07-31 12:56:00,0.085
2021-07-31 12:57:00,0.085
2021-07-31 12:58:00,0.085
2021-07-31 12:59:00,0.085
2021-07-31 13:00:00,0.085
2021-07-31 13:01:00,0.085
2021-07-31 13:02:00,0.085
2021-07-31 13:03:00,0.085
2021-07-31 13:04:00,0.085
2021-07-31 13:05:00,0.085
2021-07-31 13:06:00,0.085
2021-07-31 13:07:00,0.085
2021-07-31 13:08:00,0.085
2021-07-31 13:09:00,0.085
2021-07-31 13:10:00,0.085
2021-07-31 13:11:00,0.085
2021-07-31 13:12:00,0.085
2021-07-31 13:13:00,0.085
2021-07-31 13:14:00,0.085
2021-07-31 13:15:00,3.419
2021-07-31 13:16:00,3.333
